Text,depressive,sentiment,emo1,emo2,emo3
"i hope it makes you very happy, this is not an easy thing to do, but i have got to the point where there is nothing to live for, a little bit of kindness from you would of made everything so different, but all that ever interested you was the dollar.",0,0,2,,
my will is weak but i cannot stand anything.,1,2,13,,
before god my country and my conscience i feel myself free of the blame that an enemy tribunal has attached to me.,1,2,13,,
"that's the gist of it, that's why i feel like killing myself.",1,2,13,,
i wish i could spare you the ordeal you have ahead.,1,0,2,,
no i wont let anyone else hurt me.,1,2,13,12,
Something we created was sold for over $1 million...but I saw none of it.,0,0,1,8,
"Besides, soon enough we'll all be together again.",0,0,2,,
i have therefore chosen the manner of death of the great hannibal.,0,2,13,,
"we were confident that right and truth would prevail, and i would be acquitted and we would devote the rest of our lives working to create a justice system here in the united states.",0,0,2,,
i spent last night with a prostitute talking about her wage.,0,2,13,,
"I refer to Eunice Rockwell, Rachel Cookson, Dr. Treverton, and Dr. Hand, who is thier affidavits forswore the testimony given on my trial, as I have shown, and to Dilworth Choate.",0,2,13,,
I was suffering and worried.,1,1,12,,
this is no way to live.,1,1,12,,
it sounds real stupid.,1,1,12,,
It simply isn't fair to you or me.,1,1,12,13,
"My family are wonderful people, but their world is isolating, their hearts are closed, and I just cant seem to get near them.",1,1,12,8,
"love, frank",0,0,3,,
Charles Gollop) the executors.,0,2,13,,
her personal safety is always on my mind.,0,2,13,,
"i am sad enough already, i do not need my life to get any worse.",1,1,12,,
whatever happens to the corpse buried burned or dissected its owner belonged to no religion and wishes to be spared a religious ceremony which probably would be refused anyhow.,0,2,13,,
"i love you, i love you!",0,0,3,,
"please do me a favor - please do not cry, missing me.",1,2,14,,
i am nothing.,0,1,12,,
"you have all touched my life in one way or another, especially those whom i call family.",0,2,13,,
my mind - always warped and twisted - has reached the point where i can wait no longer - i do not dare wait longer - until there is the final twist and it snaps and i spend the rest of my life in some state run snake pit.,1,2,13,,
there is no way to tell you or anyone else why i dread every new day.,1,2,13,,
i cannot subject my children to that.,1,2,13,,
To whom it may concern: This is my last writing as I am tired of being depressed.,1,2,13,,
I had to shoot her too.,1,1,12,,
"I have been thinking about finishing at Leeds, I've also been thinking of other things which I won't say.",0,2,13,,
I got dark.,1,1,12,,
Alcohol and other drugs provided a way to ignore the realities of my situation.,1,2,13,,
you told me so much that i started believing it.,1,1,12,,
Evidence has come to light that my wife was for years before her death addicted to the Use (or misuses) of the drug from an overdose of which she died.,0,2,13,,
my parents actually do not put almost any stress on me at all.,1,2,13,,
I was fooled to trust him and he hacked into my foolishness.,1,1,8,10,
Its no good anymore.,0,2,13,,
Maybe I like having people I can talk to about what's been going on in my life.,0,2,13,,
"When youtre 9 years old, 12 years, 17 years...we all go through the typical range of growing-up emotions.",0,2,13,,
"Probably no one who attempts suicide, as Regnier shows in one of his short stories, is fully aware of all his motives, which are usually too complex.",1,1,12,,
please stay calm.,0,2,14,,
if you try i will beat the hell out of you fag boy.,0,2,13,,
you have given me the greatest possible happiness.,0,2,13,5,
"I think it's selfish to ask people to continue living painful and miserable lives, just so you possibly won't feel sad for a week or two.",0,2,13,,
I have seen them faking signs and documents.,0,1,8,,
that was the trouble.,0,2,13,,
your life was about partying and women.,1,2,13,,
He had sex with his male partners also NAME from ADDRESS his gay friend.,0,1,8,13,
keep keep your emotions down.,1,2,14,,
this is all being typed just for the sake of it.,0,2,13,,
"i do not like him any more than a companion, for a while i thought i did but no more, in fact, i am quite tired of him, as you know, i get tired of everyone after a while.",1,2,13,,
I still love you and I believed that you sent that text because you cared about me.,0,0,3,2,
"If Not, my people, & the people in general will continue to strike back aganst all cops until we see That bas cops are no longer protected & Allowed to flourish.",0,0,2,7,
The doctor is wonderful but she says she has no clue about these things.,0,2,13,,
i believe in the fairy tale that i may be able to be reborn as a superior human being.,0,2,13,11,
But I am trying to plea with the driving law.,0,2,13,,
even now i cannot remember some things.,1,1,12,,
"""dear world, i am leaving because i am bored.",0,1,12,13,
But even after that every now and then our stipend was cut for no reason.,1,1,12,13,
To add in the end NAME (A local politician) is also responsible for the falsehood & equally responsible for my death.,0,1,8,,
about the evil god (yes),0,2,13,7,
"It must have been very hard for her, not knowing what was actually going on with me, but this is not something I've ever been able to talk about with anyone.",0,1,12,,
i feel that i will not improve and cannot keep on causing you and the children so much misery.,1,1,10,,
That's why you wanted other men in our bed using me.,0,1,8,7,
"While my depression proved to be my undoing, each of you must ask yourselves what role you played in this.",1,1,8,12,
i tried so hard to fight against this strong battle.,1,2,13,,
i wish with all my heart and soul there was some other way out of this terrible torment.,1,2,13,,
forgive me.,0,1,10,0,
my mood is one of profound discouragement and my personal future appears bleak.,1,1,11,,
sorry i was not pretty.,0,1,10,,
It was me.,0,1,12,13,
no - i feel like i have become a lot more sensitive to people.,1,2,13,,
human life consists in mutual service.,1,2,13,,
believing this choice to be of social service in promoting wiser views on this question i have preferred chloroform to cancer.,0,2,13,,
The pork belly and grape mini from State Bird Provisions circa 2013.,0,2,13,,
you are not interested.,0,1,7,12,
i have lived 47 years - there are not 47 days i would live over again if i could avoid it.,1,2,13,,
ralph bartonevery one who knows me and hears of it will have a different hypothesis to offer to explain why i did it.,0,2,13,,
it is not decent for society to make a man do this to himself.,1,1,8,13,
"NAME (HOD) responsible for my death, as i was going through continuous torture because of them.",1,1,8,,
My opinions were not recognized.,1,1,12,11,
This note should be preety easy to understand.,0,2,13,,
my future is destroyed my happiness snatched away from me.,1,1,12,,
my darling to love you as i do and live without you is more than i can bear.,0,0,3,12,
"If God watches the sparrow fall, you notice that it continues to drop, even to its death.",0,1,12,,
even you are only a pretext.,0,1,8,,
Somebody should be there to handle duties of family.,0,2,14,,
i just want to leave this world.,1,2,13,,
"He has not even tried to come to my door, and for that I am grateful.",0,0,5,,
"Now that I am being convicted falsely, this event will forever remain a burden in my life.",1,1,10,12,11
that is why you do not agree with me you do not understand japan.,1,1,8,12,
"put on the and, Her son's Birth month is middle May, and Her Daughters Birth is also oct.",0,0,3,,
i honestly believe that a fast end such as this while one is still able yet ill enough to justify it is easier on my close friends who have been so unbelievably supportive emotionally for me and my family who have been no less so than to drag this out.,1,2,13,,
Help her in any way possible.,0,2,14,,
"god will understand, and i know that.",0,0,2,,
"i have it good, very good, and i am grateful, but since the age of seven, i have become hateful towards all humans in general.",1,2,13,,
"""look after my dogs.",1,2,14,,
