,Text,depressive,sentiment,thai_text
890,I'm very suicidal.,1,2,ฉันอยากฆ่าตัวตายมาก
891,Someone hits me and I can still get blamed for it?,0,2,มีคนตีฉันและฉันยังสามารถตำหนิได้หรือไม่?
892,i called my boyfriend jonathan in california and my social worker.,0,2,ฉันโทรหาแฟนของฉันโจนาธานในแคลิฟอร์เนียและนักสังคมสงเคราะห์ของฉัน
893,"my boss, kenneth j., seduced me and made me pregnant.",0,2,เจ้านายของฉัน เคนเนธ เจ ล่อลวงฉันและทำให้ฉันท้อง
894,i want you to know that i feel good now.,1,2,ฉันอยากให้คุณรู้ว่าตอนนี้ฉันรู้สึกดี
895,11m sure this will completely blindside you all.,0,2,11m แน่ใจว่านี่จะทำให้คุณทั้งหมดตาบอด
896,after 10 years of confusion i finally understood who i was.,1,2,หลังจาก 10 ปีแห่งความสับสน ในที่สุดฉันก็เข้าใจว่าฉันเป็นใคร
897,"While it iS a nice thought to consider doing same good with my Skills, experience, and killer instinct, the truth iS that it iSn't realistic.",0,2,แม้ว่าจะเป็นความคิดที่ดีที่จะพิจารณาทำสิ่งที่ดีเช่นเดียวกันกับทักษะ ประสบการณ์ และสัญชาตญาณนักฆ่าของฉัน ความจริงก็คือว่ามันไม่สมจริง
898,This may or not be so in my own case; I do not know.,0,2,สิ่งนี้อาจเป็นหรือไม่เป็นเช่นนั้นในกรณีของฉันเอง ฉันไม่รู้.
899,i did not plead no contest for any other reason but to protect our privacy and was advised it would end the press hype.,0,2,ฉันไม่ได้คัดค้านด้วยเหตุผลอื่นใด แต่เพื่อปกป้องความเป็นส่วนตัวของเราและได้รับคำแนะนำว่าจะเป็นการยุติการโฆษณาประชาสัมพันธ์
900,I want it at Unitarian church with a lesbian minister.,0,2,ฉันต้องการมันที่โบสถ์ Unitarian กับรัฐมนตรีที่เป็นเลสเบี้ยน
901,I learned this a few years ago when I thought I was gay and told people.,0,2,ฉันรู้เรื่องนี้เมื่อไม่กี่ปีที่ผ่านมาเมื่อฉันคิดว่าฉันเป็นเกย์และบอกคนอื่น
902,"I had no other help, although, I am acting on their behalf.",0,2,ฉันไม่ได้รับความช่วยเหลืออื่น ๆ แม้ว่าฉันจะทำหน้าที่แทนพวกเขา
